ID_Recepcion;ID_Rollo;Fecha_Recepción;Fecha_ISO;Mes;Tipo_de_tela;Color;Modalidad_Venta;Peso_etiqueta;Metros_etiquetas;Metros_taller;Peso_Plegadora;Rendimiento_teorico_proveedor;Rendimiento_Taller;Delta_Rend_mkg;Pct_Delta_Rend;Delta_Metros;Delta_Kg;Estatus;Tipo_Defecto;Frecuencia;Tiene_Defecto;N_Tipos_Defecto;Severidad;Severidad_label;Flag_Idos;Flag_Manchas;Flag_Huecos;Flag_Marcas_Agua;Flag_Sucio;Flag_Empates;Metros_No_Aprov;Metros_Aprov;Obs_N_Posiciones
357;8;2025-11-13;2025-11-13;2025-11;Bahamas;Blanco;Por Kg;5.71;0.0;17.16;5.7;3.01;3.01;0.0;0.0;;-0.01;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;17.16;0
358;1;2025-11-13;2025-11-13;2025-11;Bahamas;Verde Militar;Por Kg;18.45;0.0;62.02;18.85;3.36;3.29;-0.07;-2.08;;0.4;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;62.02;0
359;2;2025-11-13;2025-11-13;2025-11;Bahamas;Verde Militar;Por Kg;13.95;0.0;43.49;14.25;3.12;3.05;-0.07;-2.24;;0.3;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;43.49;0
360;1;2025-11-13;2025-11-13;2025-11;Bahamas;Negro;Por Kg;18.55;0.0;58.08;19.0;3.13;3.06;-0.07;-2.24;;0.45;Aprobado;Huecos;Puntual;1;1;1;Puntual simple;0;0;1;0;0;0;0.0;58.08;1
361;2;2025-11-13;2025-11-13;2025-11;Bahamas;Negro;Por Kg;18.35;0.0;58.27;18.6;3.18;3.13;-0.05;-1.57;;0.25;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;58.27;2
362;3;2025-11-13;2025-11-13;2025-11;Bahamas;Negro;Por Kg;18.7;0.0;60.04;18.9;3.21;3.18;-0.03;-0.93;;0.2;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;60.04;0
363;4;2025-11-13;2025-11-13;2025-11;Bahamas;Negro;Por Kg;18.4;0.0;59.13;18.5;3.21;3.2;-0.01;-0.31;;0.1;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;59.13;0
364;5;2025-11-13;2025-11-13;2025-11;Bahamas;Negro;Por Kg;6.6;0.0;21.47;6.8;3.25;3.16;-0.09;-2.77;;0.2;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;21.47;0
365;1;2025-11-14;2025-11-14;2025-11;Texflex;Blanco;Por Kg;18.64;0.0;127.0;18.6;6.81;6.83;0.02;0.29;;-0.04;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;127.0;0
366;2;2025-11-14;2025-11-14;2025-11;Texflex;Negro;Por Kg;15.3;0.0;48.25;15.2;3.15;3.17;0.02;0.63;;-0.1;Aprobado;Marcas de Agua;Frecuente;1;1;2;Frecuente;0;0;0;1;0;0;0.0;48.25;0
367;1;2025-11-14;2025-11-14;2025-11;Novak Repel;Blanco;Por Metro;0.0;100.0;96.69;21.65;4.62;4.47;;;-3.31;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;96.69;0
368;1;2025-11-14;2025-11-14;2025-11;Mesh Sport;Negro;Por Kg;20.08;0.0;69.22;19.95;3.45;3.47;0.02;0.58;;-0.13;Aprobado;Idos, Huecos, Marcas de Agua;Puntual;1;3;3;Puntual combinado;1;0;1;1;0;0;0.0;69.22;2
369;2;2025-11-14;2025-11-14;2025-11;Mesh Sport;Negro;Por Kg;19.84;0.0;67.3;19.6;3.39;3.43;0.04;1.18;;-0.24;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;67.3;0
370;3;2025-11-14;2025-11-14;2025-11;Mesh Sport;Negro;Por Kg;20.12;0.0;72.0;20.1;3.58;3.58;0.0;0.0;;-0.02;Aprobado;Idos, Huecos;Puntual;1;2;3;Puntual combinado;1;0;1;0;0;0;0.0;72.0;0
371;4;2025-11-14;2025-11-14;2025-11;Mesh Sport;Negro;Por Kg;20.18;0.0;70.57;20.2;3.5;3.49;-0.01;-0.29;;0.02;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;70.57;0
372;5;2025-11-14;2025-11-14;2025-11;Mesh Sport;Negro;Por Kg;21.06;0.0;69.96;20.1;2.68;3.48;0.8;29.85;;-0.96;Aprobado;Huecos;Puntual;1;1;1;Puntual simple;0;0;1;0;0;0;0.0;69.96;1
373;1;2025-11-17;2025-11-17;2025-11;Viori Repel;Verde Manzana;Por Metro;0.0;25.0;24.6;4.4;5.68;5.59;;;-0.4;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;24.6;0
374;1;2025-11-17;2025-11-17;2025-11;Viori Repel;Verde Militar;Por Metro;0.0;25.0;23.67;4.55;5.49;5.2;;;-1.33;;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;23.67;5
375;1;2025-11-17;2025-11-17;2025-11;Viori Repel;Azul Cielo;Por Metro;0.0;25.76;20.87;4.45;5.79;4.69;;;-4.89;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;20.87;0
376;1;2025-11-17;2025-11-17;2025-11;Viori Repel;Vinotinto;Por Metro;0.0;24.0;21.9;4.7;5.11;4.66;;;-2.1;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;21.9;0
377;1;2025-11-18;2025-11-18;2025-11;Universal;Habano (Kakhi);Por Metro;0.0;101.0;99.05;19.9;5.08;4.98;;;-1.95;;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;99.05;4
378;2;2025-11-18;2025-11-18;2025-11;Universal;Habano (Kakhi);Por Metro;0.0;100.2;97.23;20.15;4.97;4.83;;;-2.97;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;97.23;2
379;1;2025-11-18;2025-11-18;2025-11;Universal;Verde Marino;Por Metro;0.0;102.9;98.9;21.25;4.84;4.65;;;-4.0;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;98.9;2
380;2;2025-11-18;2025-11-18;2025-11;Universal;Verde Marino;Por Metro;0.0;56.0;54.01;21.25;2.64;2.54;;;-1.99;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;54.01;1
381;3;2025-11-18;2025-11-18;2025-11;Universal;Verde Marino;Por Metro;0.0;43.3;41.4;8.9;4.87;4.65;;;-1.9;;Aprobado;Manchas;Frecuente;1;1;2;Frecuente;0;1;0;0;0;0;0.0;41.4;3
382;1;2025-11-18;2025-11-18;2025-11;Universal;Rojo;Por Metro;0.0;89.6;85.07;18.1;4.95;4.7;;;-4.53;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;85.07;0
383;2;2025-11-18;2025-11-18;2025-11;Universal;Rojo;Por Metro;0.0;78.6;74.86;15.45;5.09;4.85;;;-3.74;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;74.86;0
384;3;2025-11-18;2025-11-18;2025-11;Universal;Rojo;Sin referencia;0.0;0.0;22.17;4.9;4.48;4.52;;;;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;22.17;0
385;4;2025-11-18;2025-11-18;2025-11;Universal;Rojo;Sin referencia;0.0;0.0;9.97;2.1;4.53;4.75;;;;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;9.97;0
386;1;2025-11-18;2025-11-18;2025-11;Universal;Verde Pino;Por Metro;0.0;73.6;70.98;15.1;4.87;4.7;;;-2.62;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;70.98;0
387;2;2025-11-18;2025-11-18;2025-11;Universal;Verde Pino;Por Metro;0.0;49.6;46.76;10.1;4.91;4.63;;;-2.84;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;46.76;0
388;3;2025-11-18;2025-11-18;2025-11;Universal;Verde Pino;Por Metro;0.0;26.0;24.91;5.4;4.81;4.61;;;-1.09;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;24.91;0
389;4;2025-11-18;2025-11-18;2025-11;Universal;Verde Pino;Por Metro;0.0;50.4;48.74;10.4;4.85;4.69;;;-1.66;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;48.74;0
390;1;2025-11-18;2025-11-18;2025-11;Universal;Verde Pizarra;Por Metro;0.0;99.6;96.93;20.3;4.91;4.77;;;-2.67;;Aprobado;Idos, Manchas;Puntual;1;2;3;Puntual combinado;1;1;0;0;0;0;0.0;96.93;2
391;2;2025-11-18;2025-11-18;2025-11;Universal;Verde Pizarra;Por Metro;0.0;100.8;98.18;19.7;5.12;4.98;;;-2.62;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;98.18;0
392;1;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.34;0.0;70.69;15.1;4.61;4.68;0.07;1.52;;-0.24;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;70.69;2
393;2;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.41;0.0;73.89;14.9;4.79;4.96;0.17;3.55;;-0.51;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;73.89;1
394;3;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.26;0.0;63.0;14.85;4.13;4.24;0.11;2.66;;-0.41;Aprobado;Huecos, Empates;Puntual;1;2;3;Puntual combinado;0;0;1;0;0;1;0.0;63.0;1
395;4;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.18;0.0;71.2;14.65;4.69;4.86;0.17;3.62;;-0.53;Aprobado;Huecos;Puntual;1;1;1;Puntual simple;0;0;1;0;0;0;0.0;71.2;1
396;5;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.27;0.0;72.56;14.7;4.75;4.94;0.19;4.0;;-0.57;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;72.56;0
397;6;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.45;0.0;76.46;14.9;4.95;5.13;0.18;3.64;;-0.55;Aprobado;Idos, Manchas;Frecuente;1;2;4;Crítico;1;1;0;0;0;0;0.0;76.46;5
398;7;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.53;0.0;71.18;15.0;4.58;4.75;0.17;3.71;;-0.53;Aprobado;Manchas, Huecos;Frecuente;1;2;4;Crítico;0;1;1;0;0;0;0.0;71.18;3
399;8;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.08;0.0;69.5;14.6;4.61;4.76;0.15;3.25;;-0.48;Aprobado;Idos, Sucio;Puntual;1;2;3;Puntual combinado;1;0;0;0;1;0;0.0;69.5;1
400;9;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.61;0.0;74.68;15.15;4.78;4.93;0.15;3.14;;-0.46;Aprobado;Manchas, Huecos;Puntual;1;2;3;Puntual combinado;0;1;1;0;0;0;0.0;74.68;2
401;10;2025-11-25;2025-11-25;2025-11;City New;Blanco;Por Kg;15.32;0.0;73.09;14.8;4.77;4.94;0.17;3.56;;-0.52;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;73.09;0
402;1;2025-11-26;2025-11-26;2025-11;Bio Flow;Negro;Por Kg;12.82;0.0;77.5;12.4;6.05;6.25;0.2;3.31;;-0.42;Aprobado;Idos, Manchas, Empates;Puntual;1;3;3;Puntual combinado;1;1;0;0;0;1;0.0;77.5;2
403;2;2025-11-26;2025-11-26;2025-11;Bio Flow;Negro;Por Kg;13.24;0.0;82.24;12.85;6.21;6.4;0.19;3.06;;-0.39;Aprobado;Huecos, Empates;Puntual;1;2;3;Puntual combinado;0;0;1;0;0;1;0.0;82.24;1
404;3;2025-11-26;2025-11-26;2025-11;Bio Flow;Negro;Por Kg;12.0;0.0;72.43;11.5;6.04;6.3;0.26;4.3;;-0.5;Aprobado con Desviación;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;72.43;0
405;4;2025-11-26;2025-11-26;2025-11;Bio Flow;Negro;Por Kg;12.06;0.0;75.08;11.7;6.23;6.42;0.19;3.05;;-0.36;Aprobado;Huecos, Empates;Puntual;1;2;3;Puntual combinado;0;0;1;0;0;1;0.0;75.08;2
406;5;2025-11-26;2025-11-26;2025-11;Bio Flow;Negro;Por Kg;12.98;0.0;78.72;12.65;6.06;6.22;0.16;2.64;;-0.33;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;78.72;0
407;6;2025-11-26;2025-11-26;2025-11;Bio Flow;Negro;Por Kg;10.66;0.0;63.36;10.35;5.94;6.12;0.18;3.03;;-0.31;Aprobado;Empates;Puntual;1;1;1;Puntual simple;0;0;0;0;0;1;0.0;63.36;2
408;7;2025-11-26;2025-11-26;2025-11;Bio Flow;Negro;Por Kg;10.98;0.0;62.87;10.5;5.73;5.99;0.26;4.54;;-0.48;Aprobado con Desviación;Idos, Huecos;Frecuente;1;2;4;Crítico;1;0;1;0;0;0;0.0;62.87;10
409;8;2025-11-26;2025-11-26;2025-11;Bio Flow;Negro;Por Kg;12.28;0.0;73.86;11.8;6.01;6.26;0.25;4.16;;-0.48;Aprobado;Empates;Puntual;1;1;1;Puntual simple;0;0;0;0;0;1;0.0;73.86;2
410;9;2025-11-26;2025-11-26;2025-11;Bio Flow;Negro;Por Kg;12.34;0.0;70.64;11.95;5.72;5.91;0.19;3.32;;-0.39;Aprobado;Idos, Huecos;Puntual;1;2;3;Puntual combinado;1;0;1;0;0;0;0.0;70.64;2
411;1;2025-11-27;2025-11-27;2025-11;Jabón;Aguamarine;Por Kg;15.7;0.0;48.62;15.5;3.1;3.14;0.04;1.29;;-0.2;Aprobado con Desviación;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;48.62;5
412;1;2025-11-27;2025-11-27;2025-11;Jabón;Verde Militar;Por Kg;29.1;0.0;95.59;29.15;3.28;3.28;0.0;0.0;;0.05;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;95.59;0
413;1;2025-11-28;2025-11-28;2025-11;Jabón;Azul Rey;Por Kg;20.3;0.0;61.06;20.4;3.01;2.99;-0.02;-0.66;;0.1;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;61.06;1
414;1;2025-11-28;2025-11-28;2025-11;Jabón;Gris Claro;Por Kg;14.4;0.0;49.0;14.15;3.4;3.46;0.06;1.76;;-0.25;Aprobado con Desviación;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;49.0;2
415;1;2025-11-28;2025-11-28;2025-11;Jabón;Azul Marino;Por Kg;25.4;0.0;83.04;25.65;3.27;3.24;-0.03;-0.92;;0.25;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;83.04;3
416;2;2025-11-28;2025-11-28;2025-11;Jabón;Azul Marino;Por Kg;30.7;0.0;101.23;30.5;3.3;3.32;0.02;0.61;;-0.2;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;101.23;15
417;1;2025-11-28;2025-11-28;2025-11;Jabón;Vinotinto;Por Kg;20.0;0.0;66.7;19.55;3.34;3.41;0.07;2.1;;-0.45;Aprobado con Desviación;Huecos, Empates, Marcas de Agua;Frecuente;1;3;4;Crítico;0;0;1;1;0;1;0.0;66.7;2
418;1;2025-11-28;2025-11-28;2025-11;Jabón;Amarillo Neón;Por Kg;20.1;0.0;68.22;20.55;3.39;3.32;-0.07;-2.06;;0.45;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;68.22;2
419;1;2025-11-28;2025-11-28;2025-11;Jabón;Rojo;Por Kg;20.0;0.0;67.13;19.65;3.36;3.42;0.06;1.79;;-0.35;Aprobado;Idos, Huecos;Frecuente;1;2;4;Crítico;1;0;1;0;0;0;0.0;67.13;2
420;1;2025-11-28;2025-11-28;2025-11;Jabón;Rosado Pastel;Por Kg;20.0;0.0;60.61;20.0;3.03;3.03;0.0;0.0;;0.0;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;60.61;0
421;1;2025-11-29;2025-11-29;2025-11;Jabón;Lavanda;Por Kg;30.0;0.0;99.0;29.7;3.3;3.33;0.03;0.91;;-0.3;Aprobado con Desviación;Manchas;Puntual;1;1;1;Puntual simple;0;1;0;0;0;0;0.0;99.0;0
422;23;2025-12-01;2025-12-01;2025-12;Jabón;Blanco;Por Kg;28.3;0.0;97.32;28.6;3.44;3.4;-0.04;-1.16;;0.3;Aprobado;Idos, Manchas;Frecuente;1;2;4;Crítico;1;1;0;0;0;0;0.0;97.32;7
423;13;2025-12-01;2025-12-01;2025-12;Jabón;Blanco;Por Kg;28.8;0.0;94.03;29.15;3.26;3.23;-0.03;-0.92;;0.35;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;94.03;2
424;12;2025-12-01;2025-12-01;2025-12;Jabón;Blanco;Por Kg;28.1;0.0;96.16;28.2;3.42;3.41;-0.01;-0.29;;0.1;Aprobado;Idos, Sucio, Huecos;Frecuente;1;3;4;Crítico;1;0;1;0;1;0;0.0;96.16;6
425;24;2025-12-01;2025-12-01;2025-12;Jabón;Blanco;Por Kg;14.3;0.0;49.9;14.75;3.49;3.38;-0.11;-3.15;;0.45;Aprobado;Idos, Manchas;Frecuente;1;2;4;Crítico;1;1;0;0;0;0;0.0;49.9;3
426;20;2025-12-01;2025-12-01;2025-12;Jabón;Blanco;Por Kg;26.1;0.0;90.01;26.25;3.45;3.43;-0.02;-0.58;;0.15;Aprobado;Idos, Sucio;Puntual;1;2;3;Puntual combinado;1;0;0;0;1;0;0.0;90.01;2
427;22;2025-12-01;2025-12-01;2025-12;Jabón;Blanco;Por Kg;22.7;0.0;71.27;22.75;3.14;3.13;-0.01;-0.32;;0.05;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;71.27;0
428;21;2025-12-01;2025-12-01;2025-12;Jabón;Blanco;Por Kg;12.0;0.0;41.63;12.15;3.47;3.43;-0.04;-1.15;;0.15;Aprobado;Idos, Marcas de Agua;Puntual;1;2;3;Puntual combinado;1;0;0;1;0;0;0.0;41.63;1
429;19;2025-12-01;2025-12-01;2025-12;Jabón;Blanco;Por Kg;29.3;0.0;96.85;28.6;3.31;3.39;0.08;2.42;;-0.7;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;96.85;3
430;1;2025-12-01;2025-12-01;2025-12;Jabón;Lila;Por Kg;20.1;0.0;69.25;20.15;3.45;3.44;-0.01;-0.29;;0.05;Aprobado;Idos, Marcas de Agua;Puntual;1;2;3;Puntual combinado;1;0;0;1;0;0;0.0;69.25;2
431;3;2025-12-01;2025-12-01;2025-12;Jabón;Azul Rey;Por Kg;14.2;0.0;44.92;14.1;3.16;3.19;0.03;0.95;;-0.1;Aprobado;Idos, Marcas de Agua;Puntual;1;2;3;Puntual combinado;1;0;0;1;0;0;0.0;44.92;0
432;2;2025-12-03;2025-12-03;2025-12;Jabón;Azul Rey;Por Kg;19.0;0.0;66.4;19.1;3.49;3.48;-0.01;-0.29;;0.1;Aprobado;Idos, Marcas de Agua;Puntual;1;2;3;Puntual combinado;1;0;0;1;0;0;0.0;66.4;0
433;1;2025-12-03;2025-12-03;2025-12;Jabón;Blanco;Por Kg;29.4;0.0;97.25;29.4;3.31;3.31;0.0;0.0;;0.0;Aprobado;Manchas, Sucio;Frecuente;1;2;4;Crítico;0;1;0;0;1;0;0.0;97.25;1
434;2;2025-12-03;2025-12-03;2025-12;Jabón;Blanco;Por Kg;29.9;0.0;97.25;30.05;3.25;3.24;-0.01;-0.31;;0.15;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;97.25;4
435;1;2025-12-03;2025-12-03;2025-12;Jabón;Blanco;Por Kg;30.4;0.0;96.21;30.45;3.16;3.16;0.0;0.0;;0.05;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;96.21;4
436;3;2025-12-03;2025-12-03;2025-12;Jabón;Blanco;Por Kg;30.9;0.0;103.58;31.15;3.35;3.33;-0.02;-0.6;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;103.58;0
437;7;2025-12-03;2025-12-03;2025-12;Jabón;Blanco;Por Kg;8.4;0.0;24.93;8.25;2.97;3.02;0.05;1.68;;-0.15;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;24.93;0
438;6;2025-12-03;2025-12-03;2025-12;Jabón;Blanco;Por Kg;23.9;0.0;73.97;23.9;3.09;3.09;0.0;0.0;;0.0;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;73.97;1
439;4;2025-12-03;2025-12-03;2025-12;Jabón;Blanco;Por Kg;30.4;0.0;97.25;30.4;3.2;3.2;0.0;0.0;;0.0;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;97.25;0
440;1;2025-12-03;2025-12-03;2025-12;Jabón;Amarillo Neón;Por Kg;20.3;0.0;67.95;20.3;3.35;3.35;0.0;0.0;;0.0;Aprobado;Idos, Manchas;Frecuente;1;2;4;Crítico;1;1;0;0;0;0;0.0;67.95;4
441;1;2025-12-03;2025-12-03;2025-12;Jabón;Azul Rey;Por Kg;9.4;0.0;31.16;9.5;3.31;3.28;-0.03;-0.91;;0.1;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;31.16;1
442;5;2025-12-03;2025-12-03;2025-12;Jabón;Verde Militar;Por Kg;16.5;0.0;53.89;16.4;3.27;3.29;0.02;0.61;;-0.1;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;53.89;2
443;9;2025-12-03;2025-12-03;2025-12;Jabón;Verde Militar;Por Kg;29.6;0.0;0.0;29.15;0.0;0.0;0.0;;;-0.45;Aprobado;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;0.0;6
444;6;2025-12-04;2025-12-04;2025-12;Jabón;Lavanda;Por Kg;28.2;0.0;94.03;28.45;3.33;3.31;-0.02;-0.6;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;94.03;0
445;4;2025-12-04;2025-12-04;2025-12;Jabón;Lavanda;Por Kg;30.1;0.0;100.22;30.05;3.33;3.34;0.01;0.3;;-0.05;Aprobado con Desviación;Idos, Manchas;Frecuente;1;2;4;Crítico;1;1;0;0;0;0;0.0;100.22;12
446;1;2025-12-04;2025-12-04;2025-12;Jabón;Lavanda;Por Kg;30.4;0.0;101.64;30.6;3.34;3.32;-0.02;-0.6;;0.2;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;101.64;2
447;3;2025-12-04;2025-12-04;2025-12;Jabón;Lavanda;Por Kg;31.8;0.0;105.7;31.95;3.32;3.31;-0.01;-0.3;;0.15;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;105.7;4
448;2;2025-12-04;2025-12-04;2025-12;Jabón;Lavanda;Por Kg;31.3;0.0;104.59;31.55;3.34;3.32;-0.02;-0.6;;0.25;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;104.59;3
449;5;2025-12-04;2025-12-04;2025-12;Jabón;Lavanda;Por Kg;29.0;0.0;99.7;29.15;3.44;3.42;-0.02;-0.58;;0.15;Aprobado con Desviación;Idos, Sucio;Frecuente;1;2;4;Crítico;1;0;0;0;1;0;0.0;99.7;4
450;7;2025-12-04;2025-12-04;2025-12;Jabón;Aguamarine;Por Kg;31.6;0.0;107.14;31.5;3.39;3.4;0.01;0.29;;-0.1;Aprobado con Desviación;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;107.14;5
451;3;2025-12-04;2025-12-04;2025-12;Jabón;Aguamarine;Por Kg;15.71;0.0;48.82;15.6;3.11;3.13;0.02;0.64;;-0.11;Aprobado con Desviación;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;48.82;3
452;2;2025-12-04;2025-12-04;2025-12;Jabón;Aguamarine;Por Kg;17.4;0.0;53.29;17.5;3.06;3.05;-0.01;-0.33;;0.1;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;53.29;2
453;10;2025-12-04;2025-12-04;2025-12;Jabón;Aguamarine;Por Kg;31.0;0.0;101.64;31.2;3.28;3.26;-0.02;-0.61;;0.2;Aprobado con Desviación;Idos, Huecos;Frecuente;1;2;4;Crítico;1;0;1;0;0;0;0.0;101.64;4
454;8;2025-12-04;2025-12-04;2025-12;Jabón;Aguamarine;Por Kg;31.7;0.0;99.28;31.8;3.13;3.12;-0.01;-0.32;;0.1;Aprobado con Desviación;Huecos;Frecuente;1;1;2;Frecuente;0;0;1;0;0;0;0.0;99.28;0
455;4;2025-12-04;2025-12-04;2025-12;Jabón;Aguamarine;Por Kg;17.0;0.0;54.16;16.8;3.19;3.22;0.03;0.94;;-0.2;Rechazado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;54.16;0
456;5;2025-12-04;2025-12-04;2025-12;Jabón;Aguamarine;Por Kg;16.6;0.0;49.4;16.1;2.98;3.07;0.09;3.02;;-0.5;Aprobado;Idos, Huecos;Frecuente;1;2;4;Crítico;1;0;1;0;0;0;0.0;49.4;2
457;6;2025-12-04;2025-12-04;2025-12;Jabón;Aguamarine;Por Kg;31.9;0.0;101.31;31.7;3.18;3.2;0.02;0.63;;-0.2;Rechazado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;101.31;0
458;9;2025-12-04;2025-12-04;2025-12;Jabón;Aguamarine;Por Kg;30.7;0.0;97.31;30.7;3.17;3.17;0.0;0.0;;0.0;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;97.31;4
459;4;2025-12-04;2025-12-04;2025-12;Jabón;Verde Militar;Por Kg;22.7;0.0;72.84;22.75;3.21;3.2;-0.01;-0.31;;0.05;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;72.84;3
460;4;2025-12-04;2025-12-04;2025-12;Jabón;Azul Marino;Por Kg;13.4;0.0;45.35;13.55;3.38;3.35;-0.03;-0.89;;0.15;Aprobado con Desviación;Idos, Huecos, Marcas de Agua;Frecuente;1;3;4;Crítico;1;0;1;1;0;0;0.0;45.35;13
