ID_Recepcion;ID_Rollo;Fecha_Recepción;Fecha_ISO;Mes;Tipo_de_tela;Color;Modalidad_Venta;Peso_etiqueta;Metros_etiquetas;Metros_taller;Peso_Plegadora;Rendimiento_teorico_proveedor;Rendimiento_Taller;Delta_Rend_mkg;Pct_Delta_Rend;Delta_Metros;Delta_Kg;Estatus;Tipo_Defecto;Frecuencia;Tiene_Defecto;N_Tipos_Defecto;Severidad;Severidad_label;Flag_Idos;Flag_Manchas;Flag_Huecos;Flag_Marcas_Agua;Flag_Sucio;Flag_Empates;Metros_No_Aprov;Metros_Aprov;Obs_N_Posiciones
252;2;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;32.7;0.0;109.25;32.8;3.34;3.33;-0.01;-0.3;;0.1;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;109.25;0
253;3;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;24.0;0.0;81.42;24.1;3.39;3.38;-0.01;-0.29;;0.1;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;81.42;1
254;4;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;31.5;0.0;103.8;31.75;3.3;3.27;-0.03;-0.91;;0.25;Aprobado con Desviación;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;103.8;2
255;5;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;30.7;0.0;100.14;31.1;3.26;3.22;-0.04;-1.23;;0.4;Aprobado con Desviación;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;100.14;2
256;6;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;34.7;0.0;117.42;34.5;3.38;3.4;0.02;0.59;;-0.2;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;117.42;2
257;7;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;27.4;0.0;92.3;27.5;3.37;3.36;-0.01;-0.3;;0.1;Aprobado con Desviación;Idos, Marcas de Agua;Frecuente;1;2;4;Crítico;1;0;0;1;0;0;0.0;92.3;0
258;8;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;14.8;0.0;46.98;14.4;3.17;3.26;0.09;2.84;;-0.4;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;46.98;0
259;9;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;11.0;0.0;34.8;10.85;3.16;3.21;0.05;1.58;;-0.15;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;34.8;1
260;10;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;9.6;0.0;29.86;10.0;3.11;2.99;-0.12;-3.86;;0.4;Aprobado con Desviación;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;29.86;2
261;11;2025-11-05;2025-11-05;2025-11;Jabón;Negro;Por Kg;10.0;0.0;32.54;9.9;3.25;3.29;0.04;1.23;;-0.1;Aprobado con Desviación;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;32.54;0
262;3;2025-11-05;2025-11-05;2025-11;Bahamas;Verde Militar;Por Kg;18.3;0.0;62.2;18.7;3.4;3.33;-0.07;-2.06;;0.4;Aprobado con Desviación;Manchas, Empates;Puntual;1;2;3;Puntual combinado;0;1;0;0;0;1;0.0;62.2;1
263;9;2025-11-06;2025-11-06;2025-11;Bahamas;Negro;Por Kg;18.5;0.0;59.02;18.75;3.19;3.15;-0.04;-1.25;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;59.02;0
264;3;2025-11-06;2025-11-06;2025-11;Bahamas;Negro;Por Kg;18.9;0.0;58.95;19.15;3.12;3.08;-0.04;-1.28;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;58.95;0
265;4;2025-11-06;2025-11-06;2025-11;Bahamas;Negro;Por Kg;18.55;0.0;59.19;18.75;3.19;3.16;-0.03;-0.94;;0.2;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;59.19;0
266;5;2025-11-06;2025-11-06;2025-11;Bahamas;Negro;Por Kg;18.3;0.0;57.66;18.75;3.15;3.08;-0.07;-2.22;;0.45;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;57.66;0
267;6;2025-11-06;2025-11-06;2025-11;Bahamas;Negro;Por Kg;18.75;0.0;59.51;19.25;3.17;3.09;-0.08;-2.52;;0.5;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;59.51;0
268;7;2025-11-06;2025-11-06;2025-11;Bahamas;Negro;Por Kg;18.55;0.0;58.95;18.9;3.18;3.12;-0.06;-1.89;;0.35;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;58.95;0
269;8;2025-11-06;2025-11-06;2025-11;Bahamas;Negro;Por Kg;18.6;0.0;59.15;18.95;3.18;3.12;-0.06;-1.89;;0.35;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;59.15;0
270;10;2025-11-06;2025-11-06;2025-11;Bahamas;Negro;Por Kg;18.8;0.0;58.41;19.05;3.11;3.07;-0.04;-1.29;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;58.41;0
271;11;2025-11-06;2025-11-06;2025-11;Bahamas;Negro;Por Kg;10.48;0.0;30.45;10.2;2.91;2.99;0.08;2.75;;-0.28;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;30.45;0
272;1;2025-11-07;2025-11-07;2025-11;Tulum;Gris;Por Kg;18.9;0.0;49.35;18.1;2.61;2.73;0.12;4.6;;-0.8;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;49.35;0
273;1;2025-11-07;2025-11-07;2025-11;Tulum rib;Gris;Por Kg;3.6;0.0;7.09;3.6;1.97;1.97;0.0;0.0;;0.0;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;7.09;0
274;1;2025-11-07;2025-11-07;2025-11;Novaktex Repel;Kaki;Por Metro;0.0;137.42;146.0;30.45;4.51;4.79;;;8.58;;Aprobado;Idos, Sucio;Puntual;1;2;3;Puntual combinado;1;0;0;0;1;0;0.0;146.0;0
275;2;2025-11-07;2025-11-07;2025-11;Novaktex Repel;Kaki;Por Metro;0.0;114.26;123.0;24.5;4.66;5.02;;;8.74;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;123.0;0
276;2;2025-11-10;2025-11-10;2025-11;Tulum;Gris;Por Kg;18.7;0.0;51.55;19.1;2.76;2.7;-0.06;-2.17;;0.4;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;51.55;0
277;3;2025-11-10;2025-11-10;2025-11;Tulum;Gris;Por Kg;8.7;0.0;23.44;8.95;2.69;2.62;-0.07;-2.6;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;23.44;0
278;1;2025-11-10;2025-11-10;2025-11;Tulum;Verde Botella;Por Kg;18.7;0.0;55.73;19.0;2.98;2.93;-0.05;-1.68;;0.3;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;55.73;0
279;2;2025-11-10;2025-11-10;2025-11;Tulum;Verde Botella;Por Kg;10.85;0.0;31.87;11.1;2.94;2.87;-0.07;-2.38;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;31.87;0
280;1;2025-11-10;2025-11-10;2025-11;Tulum;Cereza;Por Kg;19.2;0.0;51.91;19.75;2.7;2.63;-0.07;-2.59;;0.55;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;51.91;0
281;2;2025-11-10;2025-11-10;2025-11;Tulum;Cereza;Por Kg;8.7;0.0;29.72;11.1;3.42;2.68;-0.74;-21.64;;2.4;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;29.72;0
282;1;2025-11-10;2025-11-10;2025-11;Tulum;Azul Marino;Por Kg;19.15;0.0;56.96;19.6;2.97;2.91;-0.06;-2.02;;0.45;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;56.96;0
283;2;2025-11-10;2025-11-10;2025-11;Tulum;Azul Marino;Por Kg;18.75;0.0;57.09;19.1;3.04;2.99;-0.05;-1.64;;0.35;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;57.09;0
284;3;2025-11-10;2025-11-10;2025-11;Tulum;Azul Marino;Por Kg;7.9;0.0;23.15;8.95;2.93;2.59;-0.34;-11.6;;1.05;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;23.15;0
285;4;2025-11-10;2025-11-10;2025-11;Tulum;Azul Marino;Por Kg;6.2;0.0;18.91;6.55;3.05;2.89;-0.16;-5.25;;0.35;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;18.91;0
286;1;2025-11-10;2025-11-10;2025-11;Tulum rib;Cereza;Por Kg;2.4;0.0;4.88;2.6;2.03;1.88;-0.15;-7.39;;0.2;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;4.88;0
287;3;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Kaki;Por Metro;0.0;81.57;89.0;18.8;4.34;4.73;;;7.43;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;89.0;1
288;1;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Verde Militar;Por Metro;0.0;143.19;150.0;29.9;4.79;5.02;;;6.81;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;150.0;0
289;2;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Verde Militar;Por Metro;0.0;138.73;150.0;31.3;4.43;4.79;;;11.27;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;150.0;0
290;1;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;95.39;97.0;20.1;4.75;4.83;;;1.61;;Aprobado;Idos, Huecos;Frecuente;1;2;4;Crítico;1;0;1;0;0;0;0.0;97.0;0
291;2;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;132.86;145.0;29.05;4.57;4.99;;;12.14;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;145.0;0
292;3;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;73.56;79.0;16.05;4.58;4.92;;;5.44;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;79.0;0
293;4;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;69.85;76.0;15.25;4.58;4.98;;;6.15;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;76.0;0
294;5;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;53.54;57.0;11.7;4.58;4.87;;;3.46;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;57.0;1
295;6;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;28.59;33.0;6.35;4.5;5.2;;;4.41;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;33.0;0
296;1;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Azul Marino;Por Metro;0.0;137.65;152.0;30.7;4.48;4.95;;;14.35;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;152.0;0
297;2;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Azul Marino;Por Metro;0.0;116.55;130.0;26.15;4.46;4.97;;;13.45;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;130.0;0
298;3;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Azul Marino;Por Metro;0.0;21.4;22.23;4.95;4.32;4.49;;;0.83;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;22.23;0
299;1;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;62.26;64.0;13.5;4.61;4.74;;;1.74;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;64.0;0
300;2;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;79.03;82.0;17.4;4.54;4.71;;;2.97;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;82.0;0
301;3;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;51.84;54.0;11.3;4.59;4.78;;;2.16;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;54.0;0
302;4;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;44.15;46.0;9.75;4.53;4.72;;;1.85;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;46.0;0
303;5;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;39.5;42.0;8.9;4.44;4.72;;;2.5;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;42.0;1
304;6;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;40.26;42.0;8.8;4.58;4.77;;;1.74;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;42.0;1
305;7;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;46.6;49.0;9.9;4.71;4.95;;;2.4;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;49.0;0
306;8;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;17.39;21.0;4.45;3.91;4.72;;;3.61;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;21.0;0
307;1;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Claro;Por Metro;0.0;94.51;99.02;19.45;4.86;5.09;;;4.51;;Aprobado;Idos, Huecos;Puntual;1;2;3;Puntual combinado;1;0;1;0;0;0;0.0;99.02;0
308;2;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Claro;Por Metro;0.0;62.52;68.49;13.3;4.7;5.15;;;5.97;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;68.49;0
309;3;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Claro;Por Metro;0.0;54.63;59.31;11.4;4.79;5.2;;;4.68;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;59.31;0
310;4;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Claro;Por Metro;0.0;54.38;69.5;13.9;3.91;5.0;;;15.12;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;69.5;0
311;5;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Claro;Por Metro;0.0;54.92;58.25;11.45;4.8;5.09;;;3.33;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;58.25;0
312;6;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Claro;Por Metro;0.0;40.01;46.0;9.4;4.26;4.89;;;5.99;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;46.0;0
313;7;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Claro;Por Metro;0.0;50.93;54.81;10.4;4.9;5.27;;;3.88;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;54.81;0
314;8;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Gris Claro;Por Metro;0.0;21.39;22.5;4.6;4.65;4.89;;;1.11;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;22.5;0
315;1;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Kaki;Por Metro;0.0;139.89;150.0;30.75;4.55;4.88;;;10.11;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;150.0;0
316;2;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Kaki;Por Metro;0.0;139.8;150.0;30.85;4.53;4.86;;;10.2;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;150.0;0
317;3;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Kaki;Por Metro;0.0;79.52;85.0;16.85;4.72;5.04;;;5.48;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;85.0;3
318;4;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Kaki;Por Metro;0.0;55.02;60.0;11.7;4.7;5.13;;;4.98;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;60.0;0
319;5;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Kaki;Por Metro;0.0;35.8;37.0;7.75;4.62;4.77;;;1.2;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;37.0;0
320;6;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Kaki;Por Metro;0.0;33.0;35.0;7.3;4.52;4.79;;;2.0;;Aprobado;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;35.0;0
321;1;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Verde Militar;Sin referencia;0.0;0.0;150.0;0.0;0.0;0.0;;;;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;150.0;0
322;1;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;150.0;141.22;30.35;4.94;4.65;;;-8.78;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;141.22;0
323;2;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;86.0;82.25;18.4;4.67;4.47;;;-3.75;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;82.25;0
324;3;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;91.0;81.45;18.5;4.92;4.4;;;-9.55;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;81.45;0
325;4;2025-11-10;2025-11-10;2025-11;Novaktex Repel;Negro;Por Metro;0.0;67.0;62.26;13.35;5.02;4.66;;;-4.74;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;62.26;0
326;5;2025-11-11;2025-11-11;2025-11;Novaktex Repel;Negro;Por Metro;0.0;67.0;59.42;14.75;4.54;4.03;;;-7.58;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;59.42;0
327;6;2025-11-11;2025-11-11;2025-11;Novaktex Repel;Negro;Por Metro;0.0;49.0;46.8;10.05;4.88;4.66;;;-2.2;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;46.8;0
328;7;2025-11-11;2025-11-11;2025-11;Novaktex Repel;Negro;Por Metro;0.0;36.0;33.54;7.9;4.56;4.25;;;-2.46;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;33.54;0
329;8;2025-11-11;2025-11-11;2025-11;Novaktex Repel;Negro;Por Metro;0.0;38.0;36.78;8.0;4.75;4.6;;;-1.22;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;36.78;0
330;9;2025-11-11;2025-11-11;2025-11;Novaktex Repel;Negro;Por Metro;0.0;29.0;26.0;6.2;4.68;4.19;;;-3.0;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;26.0;0
331;1;2025-11-11;2025-11-11;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;27.0;26.12;5.8;4.66;4.5;;;-0.88;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;26.12;0
332;2;2025-11-11;2025-11-11;2025-11;Novaktex Repel;Gris Oscuro;Por Metro;0.0;80.0;70.4;16.6;4.82;4.24;;;-9.6;;Aprobado con Desviación;Idos;Puntual;1;1;1;Puntual simple;1;0;0;0;0;0;0.0;70.4;0
333;1;2025-11-11;2025-11-11;2025-11;Novaktex Repel;Azul Marino;Por Metro;0.0;105.0;98.22;21.15;4.96;4.64;;;-6.78;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;98.22;0
334;3;2025-11-11;2025-11-11;2025-11;Novaktex Repel;Azul Marino;Por Metro;0.0;80.0;75.33;16.01;5.0;4.71;;;-4.67;;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;75.33;0
335;2;2025-11-12;2025-11-12;2025-11;Tulum;Verde Botella;Por Kg;10.84;0.0;29.28;11.04;2.7;2.65;-0.05;-1.85;;0.2;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;29.28;0
336;1;2025-11-12;2025-11-12;2025-11;Tulum;Verde Botella;Por Kg;18.85;0.0;51.12;19.0;2.71;2.69;-0.02;-0.74;;0.15;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;51.12;0
337;1;2025-11-12;2025-11-12;2025-11;Tulum rib;Verde Botella;Por Kg;2.39;0.0;5.33;2.75;2.23;1.94;-0.29;-13.0;;0.36;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;5.33;0
338;1;2025-11-12;2025-11-12;2025-11;Tulum;Cereza;Por Kg;9.3;0.0;26.16;9.4;2.81;2.78;-0.03;-1.07;;0.1;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;26.16;0
339;2;2025-11-12;2025-11-12;2025-11;Tulum;Cereza;Por Kg;9.0;0.0;24.87;9.2;2.76;2.7;-0.06;-2.17;;0.2;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;24.87;0
340;1;2025-11-12;2025-11-12;2025-11;Tulum rib;Cereza;Por Kg;1.53;0.0;3.76;1.75;2.46;2.15;-0.31;-12.6;;0.22;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;3.76;0
341;1;2025-11-12;2025-11-12;2025-11;Tulum;Gris;Por Kg;16.26;0.0;49.81;16.05;3.06;3.1;0.04;1.31;;-0.21;Aprobado;Huecos;Puntual;1;1;1;Puntual simple;0;0;1;0;0;0;0.0;49.81;0
342;2;2025-11-12;2025-11-12;2025-11;Tulum;Gris;Por Kg;11.0;0.0;32.84;10.35;2.99;3.17;0.18;6.02;;-0.65;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;32.84;0
343;3;2025-11-12;2025-11-12;2025-11;Tulum;Gris;Por Kg;9.75;0.0;29.51;10.1;3.03;2.92;-0.11;-3.63;;0.35;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;29.51;0
344;4;2025-11-12;2025-11-12;2025-11;Tulum;Gris;Por Kg;7.6;0.0;24.29;7.6;3.2;3.2;0.0;0.0;;0.0;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;24.29;0
345;1;2025-11-12;2025-11-12;2025-11;Tulum rib;Gris;Por Kg;3.59;0.0;7.97;3.35;2.22;2.38;0.16;7.21;;-0.24;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;7.97;0
346;1;2025-11-12;2025-11-12;2025-11;Tulum;Azul Marino;Por Kg;18.45;0.0;54.19;19.0;2.94;2.85;-0.09;-3.06;;0.55;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;54.19;0
347;2;2025-11-12;2025-11-12;2025-11;Tulum;Azul Marino;Por Kg;18.9;0.0;51.0;19.45;2.7;2.62;-0.08;-2.96;;0.55;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;51.0;0
348;3;2025-11-12;2025-11-12;2025-11;Tulum;Azul Marino;Por Kg;18.7;0.0;53.67;18.8;2.87;2.85;-0.02;-0.7;;0.1;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;53.67;0
349;1;2025-11-12;2025-11-12;2025-11;Tulum rib;Azul Marino;Por Kg;4.49;0.0;8.14;4.3;1.81;1.89;0.08;4.42;;-0.19;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;8.14;0
350;1;2025-11-13;2025-11-13;2025-11;Bahamas;Blanco;Por Kg;17.35;0.0;54.43;17.6;3.14;3.09;-0.05;-1.59;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;54.43;0
351;2;2025-11-13;2025-11-13;2025-11;Bahamas;Blanco;Por Kg;18.0;0.0;56.72;18.2;3.15;3.12;-0.03;-0.95;;0.2;Aprobado;Idos;Frecuente;1;1;2;Frecuente;1;0;0;0;0;0;0.0;56.72;2
352;3;2025-11-13;2025-11-13;2025-11;Bahamas;Blanco;Por Kg;18.0;0.0;56.85;18.15;3.16;3.13;-0.03;-0.95;;0.15;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;56.85;0
353;4;2025-11-13;2025-11-13;2025-11;Bahamas;Blanco;Por Kg;16.95;0.0;54.1;17.2;3.19;3.15;-0.04;-1.25;;0.25;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;54.1;0
354;5;2025-11-13;2025-11-13;2025-11;Bahamas;Blanco;Por Kg;18.1;0.0;57.38;18.45;3.17;3.11;-0.06;-1.89;;0.35;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;57.38;0
355;6;2025-11-13;2025-11-13;2025-11;Bahamas;Blanco;Por Kg;17.6;0.0;40.6;16.7;2.31;2.43;0.12;5.19;;-0.9;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;40.6;0
356;7;2025-11-13;2025-11-13;2025-11;Bahamas;Blanco;Por Kg;17.45;0.0;54.35;17.85;3.11;3.04;-0.07;-2.25;;0.4;Aprobado;Ninguno;Ninguno;0;0;0;Sin defecto;0;0;0;0;0;0;0.0;54.35;0
